reaction	GPR	score	normalized_score
R_MALTabc	((BHNFPM_01523 and BHNFPM_01524) or (BHNFPM_01693 and BHNFPM_01694 and BHNFPM_01695) or (BHNFPM_03951 and BHNFPM_03952 and BHNFPM_03953) or BHNFPM_01607 or BHNFPM_01695 or BHNFPM_02258 or BHNFPM_04338)	465.0	1.8
R_MALTabcpp	((BHNFPM_00319 and BHNFPM_01525) or BHNFPM_04338)	60.4	0.2
R_MALTpts	((BHNFPM_00675 and BHNFPM_01824 and BHNFPM_01825 and BHNFPM_04304) or (BHNFPM_01824 and BHNFPM_01825))	380.5	1.4
R_MALTptspp	((BHNFPM_00882 and BHNFPM_02612) or BHNFPM_00882)	52.25	0.2
R_MALTt2	BHNFPM_03952	167.0	0.6
R_MALt2_2pp	BHNFPM_03756	182.0	0.7
R_MALt4	BHNFPM_03948	354.0	1.3
R_MAN1PT	BHNFPM_02923	195.0	0.7
R_MAN6PI	(BHNFPM_02923 or BHNFPM_03987)	408.0	1.5
R_MANBabc	BHNFPM_00387	11.559999999999999	0.0
R_MANE	BHNFPM_03677	166.0	0.6
R_MANGLYCptspp	(BHNFPM_00381 and BHNFPM_00882)	48.4	0.2
R_MANPGH	BHNFPM_00605	586.0	2.2
R_MANTRabc	BHNFPM_00387	11.559999999999999	0.0
R_MANTTRabc	BHNFPM_00387	11.559999999999999	0.0
R_MANpts	((BHNFPM_00380 and BHNFPM_00381) or (BHNFPM_00380 and BHNFPM_00675 and BHNFPM_01824 and BHNFPM_01825) or (BHNFPM_00602 and BHNFPM_00603 and BHNFPM_00604) or (BHNFPM_01824 and BHNFPM_01825 and BHNFPM_03984) or BHNFPM_01824)	602.6666666666666	2.3
R_MANptspp	BHNFPM_00882	12.6	0.0
R_MANt2	BHNFPM_03952	167.0	0.6
R_MCBTFUexs	spontaneous	0.0	0.0
R_MCBTFabcpp	BHNFPM_03709	27.099999999999998	0.1
R_MCCC	BHNFPM_01926	200.5	0.8
R_MCITL2	BHNFPM_00442	571.0	2.2
R_MCSNAH	BHNFPM_00030	228.0	0.9
R_MCTC_1	BHNFPM_04315	56.2	0.2
R_MCTP1App	BHNFPM_03033	119.0	0.4
R_MCTP1Bpp	(BHNFPM_03033 or BHNFPM_03557)	119.0	0.4
R_MCTP2App	BHNFPM_03033	119.0	0.4
R_MDDCP1pp	(BHNFPM_00236 or BHNFPM_02318 or BHNFPM_02766)	160.0	0.6
R_MDDCP2pp	(BHNFPM_00236 or BHNFPM_02318 or BHNFPM_02766)	160.0	0.6
R_MDDCP3pp	(BHNFPM_00236 or BHNFPM_02318 or BHNFPM_02766)	160.0	0.6
R_MDDCP4pp	(BHNFPM_00236 or BHNFPM_02318 or BHNFPM_02766)	160.0	0.6
R_MDDCP5pp	(BHNFPM_00236 or BHNFPM_02318 or BHNFPM_02766)	160.0	0.6
R_MDDEP1pp	(BHNFPM_00236 or BHNFPM_02295 or BHNFPM_02755)	79.3	0.3
R_MDDEP2pp	(BHNFPM_00236 or BHNFPM_02295 or BHNFPM_02755)	79.3	0.3
R_MDDEP3pp	(BHNFPM_00236 or BHNFPM_02295 or BHNFPM_02755)	79.3	0.3
R_MDDEP4pp	(BHNFPM_00236 or BHNFPM_02295 or BHNFPM_02755)	79.3	0.3
R_MDH	BHNFPM_03208	519.0	2.0
R_MDNTHAep	BHNFPM_01789	90.66666666666667	0.3
R_MDRPD	BHNFPM_01810	255.0	1.0
R_ME2	BHNFPM_03219	679.0	2.6
R_MECDPDH2	BHNFPM_02942	642.0	2.4
R_MECDPS	BHNFPM_00134	268.0	1.0
R_MELIBabc	BHNFPM_04338	22.96666666666667	0.1
R_MELIBt3ipp	(BHNFPM_00239 or BHNFPM_02403)	174.0	0.7
R_MEOHtex	(BHNFPM_00649 or spontaneous)	67.4	0.3
R_MEOHtrpp	spontaneous	0.0	0.0
R_MEPCT	BHNFPM_00133	251.0	0.9
R_METAT	BHNFPM_03322	699.0	2.6
R_METB1	BHNFPM_03782	247.0	0.9
R_METDabc	((BHNFPM_01055 and BHNFPM_01056 and BHNFPM_01057) or (BHNFPM_01306 and BHNFPM_03837) or (BHNFPM_03502 and BHNFPM_03503 and BHNFPM_03504) or BHNFPM_03502 or BHNFPM_04392)	325.3333333333333	1.2
R_METDabcpp	((BHNFPM_01055 and BHNFPM_03839) or (BHNFPM_01057 and BHNFPM_03837 and BHNFPM_03838) or BHNFPM_03838 or BHNFPM_03839)	223.0	0.8
R_METGL	(BHNFPM_03254 or BHNFPM_03782)	382.0	1.4
R_METOX1s	spontaneous	0.0	0.0
R_METOX2s	spontaneous	0.0	0.0
R_METS	(BHNFPM_00617 or BHNFPM_01421 or BHNFPM_02191)	815.0	3.1
R_METSOX1abc	(BHNFPM_01055 or BHNFPM_03502)	139.0	0.5
R_METSOX2abc	(BHNFPM_01055 or BHNFPM_03502)	139.0	0.5
R_METSOXR1	((BHNFPM_03253 and BHNFPM_03281) or BHNFPM_02478 or BHNFPM_02613 or BHNFPM_03253 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	211.0	0.8
R_METSOXR2	((BHNFPM_03253 and BHNFPM_03281) or (BHNFPM_03253 and BHNFPM_03506) or (BHNFPM_03253 and BHNFPM_03532) or BHNFPM_02613 or BHNFPM_03253 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	185.0	0.7
R_METSR_R1	BHNFPM_02613	200.0	0.8
R_METSR_R2	BHNFPM_02613	200.0	0.8
R_METSR_S1	(BHNFPM_02614 or BHNFPM_04247)	381.0	1.4
R_METSR_S2	BHNFPM_02614	270.0	1.0
R_METSRabc	((BHNFPM_03502 and BHNFPM_03503 and BHNFPM_03504) or BHNFPM_04392)	325.3333333333333	1.2
R_METSabc	((BHNFPM_03502 and BHNFPM_03503 and BHNFPM_03504) or BHNFPM_04392)	325.3333333333333	1.2
R_METabc	((BHNFPM_01055 and BHNFPM_01056 and BHNFPM_01057) or (BHNFPM_01055 and BHNFPM_01057) or (BHNFPM_01056 and BHNFPM_01057 and BHNFPM_03502) or (BHNFPM_01057 and BHNFPM_03502) or (BHNFPM_03502 and BHNFPM_03503 and BHNFPM_03504) or BHNFPM_01056 or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709 or BHNFPM_04392)	325.3333333333333	1.2
R_METabcpp	((BHNFPM_01055 and BHNFPM_03839) or (BHNFPM_01057 and BHNFPM_03837 and BHNFPM_03838) or BHNFPM_03838 or BHNFPM_03839)	223.0	0.8
R_METt3pp	BHNFPM_01044	85.1	0.3
R_METte	BHNFPM_00296	455.0	1.7
R_MFUMt8	BHNFPM_03948	354.0	1.3
R_MG2tex	BHNFPM_00649	67.4	0.3
R_MGSA	(BHNFPM_02691 or spontaneous)	187.0	0.7
R_MGt5	(BHNFPM_01745 or BHNFPM_01828 or BHNFPM_03393 or BHNFPM_03774)	471.0	1.8
R_MHPGLUT	BHNFPM_01421	739.0	2.8
R_MHPGLUT2	BHNFPM_01421	739.0	2.8
R_MI1PP	BHNFPM_01881	335.0	1.3
R_MLDCP1App	BHNFPM_03557	64.3	0.2
R_MLDCP1Bpp	BHNFPM_03557	64.3	0.2
R_MLDCP2App	BHNFPM_03557	64.3	0.2
R_MLDCP2Bpp	BHNFPM_03557	64.3	0.2
R_MLDCP3App	BHNFPM_03557	64.3	0.2
R_MLDEP1pp	(BHNFPM_03241 or BHNFPM_04439)	161.0	0.6
R_MLDEP2pp	(BHNFPM_03241 or BHNFPM_04439)	161.0	0.6
R_MLTG1	BHNFPM_01696	160.0	0.6
R_MLTG2	BHNFPM_01696	160.0	0.6
R_MLTGY1pp	BHNFPM_01738	135.0	0.5
R_MLTGY2pp	BHNFPM_01738	135.0	0.5
R_MLTGY3pp	BHNFPM_01738	135.0	0.5
R_MLTGY4pp	BHNFPM_01738	135.0	0.5
R_MME	BHNFPM_02818	149.0	0.6
R_MMETt2pp	BHNFPM_01329	581.0	2.2
R_MMM	BHNFPM_02826	832.0	3.1
R_MMM2	((BHNFPM_02826 and BHNFPM_02827) or BHNFPM_02826 or BHNFPM_04188)	829.0	3.1
R_MMSAD1	BHNFPM_00279	656.0	2.5
R_MMSAD2	BHNFPM_00279	656.0	2.5
R_MMSAD3	BHNFPM_00279	656.0	2.5
R_MMSDHir	BHNFPM_00279	656.0	2.5
R_MN2t3pp	(BHNFPM_01297 or BHNFPM_03774)	133.0	0.5
R_MN6PP	(BHNFPM_00806 or BHNFPM_01471 or BHNFPM_03398)	156.0	0.6
R_MNLpts	((BHNFPM_01191 and BHNFPM_01824 and BHNFPM_01825) or (BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01824)	321.0	1.2
R_MNLptspp	((BHNFPM_00882 and BHNFPM_01190) or BHNFPM_00882)	362.2	1.4
R_MNabc	((BHNFPM_02639 and BHNFPM_02640 and BHNFPM_02641 and BHNFPM_02642) or BHNFPM_03747)	511.0	1.9
R_MNt2	BHNFPM_04380	540.0	2.0
R_MNtex	BHNFPM_00649	67.4	0.3
R_MOBDabc	BHNFPM_00536	26.25	0.1
R_MOBDabcpp	((BHNFPM_00318 and BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00318 and BHNFPM_00319) or (BHNFPM_00677 and BHNFPM_00678 and BHNFPM_00679 and BHNFPM_00680))	394.25	1.5
R_MOBDtex	BHNFPM_00649	67.4	0.3
R_MOHMT	BHNFPM_02686	345.0	1.3
R_MPTG	((BHNFPM_01941 and BHNFPM_04075) or BHNFPM_01936 or BHNFPM_01941 or BHNFPM_04203)	357.0	1.3
R_MPTG2	((BHNFPM_01941 and BHNFPM_04075) or BHNFPM_01941)	123.66666666666667	0.5
R_MSHAMID	BHNFPM_02690	53.1	0.2
R_MSO3abc	BHNFPM_03336	59.0	0.2
R_MSO3abcpp	((BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263) or (BHNFPM_00262 and BHNFPM_00263) or BHNFPM_00262 or BHNFPM_00263 or BHNFPM_01589 or BHNFPM_03336)	250.33333333333334	0.9
R_MSO3tex	BHNFPM_00649	67.4	0.3
R_MTAN	(BHNFPM_00829 or BHNFPM_03029)	308.0	1.2
R_MTHFC	(BHNFPM_02635 or BHNFPM_02849 or BHNFPM_04245)	701.0	2.6
R_MTHFC_1	BHNFPM_04245	330.0	1.2
R_MTHFD	(BHNFPM_02849 or BHNFPM_04245)	330.0	1.2
R_MTHFD2i	BHNFPM_00951	108.0	0.4
R_MTHFR3	BHNFPM_02190	704.0	2.7
R_MTHTHFSs	spontaneous	0.0	0.0
R_MTRI	BHNFPM_01804	422.0	1.6
R_MTRK	BHNFPM_01805	439.0	1.7
R_MUCCYCI	BHNFPM_02294	164.0	0.6
R_MYCTR	BHNFPM_00322	182.0	0.7
R_MYCTR2	BHNFPM_00322	182.0	0.7
R_N2Otpp	spontaneous	0.0	0.0
R_N2tex	BHNFPM_00649	67.4	0.3
R_NABTNO	(BHNFPM_00526 or BHNFPM_03431)	759.0	2.9
R_NACt	BHNFPM_03282	303.0	1.1
R_NADDP	(BHNFPM_00808 or BHNFPM_01454 or BHNFPM_02273 or BHNFPM_02955)	211.0	0.8
R_NADDPp_1	BHNFPM_00439	801.0	3.0
R_NADH10	(BHNFPM_01545 or BHNFPM_01577 or BHNFPM_03614)	125.0	0.5
R_NADH4	(BHNFPM_03466 or BHNFPM_03472)	563.0	2.1
R_NADH5	(BHNFPM_01545 or BHNFPM_01577 or BHNFPM_03614)	121.0	0.5
R_NADH9	(BHNFPM_01545 or BHNFPM_01577 or BHNFPM_03614)	121.0	0.5
R_NADHHR	spontaneous	0.0	0.0
R_NADHHS	spontaneous	0.0	0.0
R_NADHPO	(BHNFPM_04402 and BHNFPM_04403)	435.5	1.6
R_NADK	(BHNFPM_01742 or BHNFPM_03242)	419.0	1.6
R_NADK1	BHNFPM_01742	419.0	1.6
R_NADK2	BHNFPM_01742	419.0	1.6
R_NADK3	BHNFPM_01742	419.0	1.6
R_NADK4	BHNFPM_01742	419.0	1.6
R_NADK5	BHNFPM_01742	419.0	1.6
R_NADK_1	BHNFPM_01742	392.0	1.5
R_NADKd	BHNFPM_01742	392.0	1.5
R_NADPHHR	spontaneous	0.0	0.0
R_NADPHHS	spontaneous	0.0	0.0
R_NADPHQR2	BHNFPM_00407	177.0	0.7
R_NADPHQR3	BHNFPM_03614	125.0	0.5
R_NADS1	(BHNFPM_00406 or BHNFPM_03047)	357.0	1.3
R_NADS2	BHNFPM_03047	41.2	0.2
R_NADTRHD	BHNFPM_03304	44.7	0.2
R_NAPRT	BHNFPM_00405	680.0	2.6
R_NAabc	(BHNFPM_01289 or BHNFPM_01850)	142.0	0.5
R_NAabcO	(BHNFPM_01364 and BHNFPM_01365)	303.5	1.1
R_NAt3_1	(BHNFPM_01746 or BHNFPM_01787 or BHNFPM_03060 or BHNFPM_03448 or BHNFPM_03449 or BHNFPM_03450 or BHNFPM_03451 or BHNFPM_03452 or BHNFPM_03453 or BHNFPM_03454 or BHNFPM_03613)	967.0	3.6
R_NAt3_2	((BHNFPM_01322 and BHNFPM_01326 and BHNFPM_03451) or BHNFPM_01326)	100.42857142857143	0.4
R_NAt3pp	(BHNFPM_00584 or BHNFPM_03962)	445.0	1.7
R_NAtex	BHNFPM_00649	67.4	0.3
R_NBAHH_ir	(BHNFPM_02380 or BHNFPM_02816)	214.0	0.8
R_NDP3	(BHNFPM_00294 or BHNFPM_01143)	119.0	0.4
R_NDP7	BHNFPM_00294	119.0	0.4
R_NDPK1	BHNFPM_02712	221.0	0.8
R_NDPK2	BHNFPM_02712	221.0	0.8
R_NDPK3	BHNFPM_02712	221.0	0.8
R_NDPK4	BHNFPM_02712	221.0	0.8
R_NDPK5	BHNFPM_02712	221.0	0.8
R_NDPK6	BHNFPM_02712	221.0	0.8
R_NDPK7	BHNFPM_02712	221.0	0.8
R_NDPK8	BHNFPM_02712	221.0	0.8
R_NDPK9	BHNFPM_02712	221.0	0.8
R_NH3c	spontaneous	0.0	0.0
R_NH4t	BHNFPM_01689	382.0	1.4
R_NH4tex	(BHNFPM_00649 or spontaneous)	67.4	0.3
R_NH4tpp	spontaneous	0.0	0.0
R_NH4tpp_1	BHNFPM_01689	348.0	1.3
R_NI2abcpp	BHNFPM_01197	395.0	1.5
R_NI2t3pp	(BHNFPM_01297 or BHNFPM_03774)	133.0	0.5
R_NI2t4pp	BHNFPM_01789	71.0	0.3
R_NI2tex	BHNFPM_00649	67.4	0.3
R_NI2uabcpp	((BHNFPM_03968 and BHNFPM_03969) or BHNFPM_00626 or BHNFPM_03969)	80.8	0.3
R_NIabc	((BHNFPM_03968 and BHNFPM_03969) or (BHNFPM_03968 and BHNFPM_03970) or BHNFPM_01057 or BHNFPM_03967)	147.5	0.6
R_NMNAT	(BHNFPM_03009 or BHNFPM_03992)	214.0	0.8
R_NMNDA	BHNFPM_02102	90.9	0.3
R_NMNHYD_1	BHNFPM_03493	334.0	1.3
R_NMNN	BHNFPM_01772	112.0	0.4
R_NMNP	BHNFPM_03993	86.7	0.3
R_NMO	BHNFPM_02402	164.0	0.6
R_NNAM	(BHNFPM_02452 or BHNFPM_03182 or BHNFPM_03994)	234.0	0.9
R_NNATr	BHNFPM_03009	214.0	0.8
R_NNDPR	BHNFPM_03089	299.0	1.1
R_NO2tex	BHNFPM_00649	67.4	0.3
R_NO3abc	((BHNFPM_01586 and BHNFPM_01588 and BHNFPM_01589) or BHNFPM_03337)	243.33333333333334	0.9
R_NO3abcpp	(BHNFPM_01589 or BHNFPM_03336)	60.666666666666664	0.2
R_NO3tex	BHNFPM_00649	67.4	0.3
R_NODOx	BHNFPM_00644	286.0	1.1
R_NODOy	BHNFPM_00644	286.0	1.1
R_NOR_syn_1	BHNFPM_02415	357.0	1.3
R_NOS1_1	BHNFPM_00629	372.0	1.4
R_NOS3	BHNFPM_00629	372.0	1.4
R_NOVBCNtex	spontaneous	0.0	0.0
R_NOX	BHNFPM_01699	326.0	1.2
R_NOtpp	spontaneous	0.0	0.0
R_NPHS	BHNFPM_03356	486.0	1.8
R_NTD1	(BHNFPM_02282 or BHNFPM_02446 or BHNFPM_02797 or BHNFPM_03750 or BHNFPM_03821)	684.0	2.6
R_NTD10	BHNFPM_03821	684.0	2.6
R_NTD12	BHNFPM_03750	69.3	0.3
R_NTD2	(BHNFPM_02282 or BHNFPM_02446 or BHNFPM_02797 or BHNFPM_03821 or BHNFPM_03846)	684.0	2.6
R_NTD3	(BHNFPM_03750 or BHNFPM_03821)	684.0	2.6
R_NTD4	(BHNFPM_03821 or BHNFPM_03846)	684.0	2.6
R_NTD5	(BHNFPM_02282 or BHNFPM_02446 or BHNFPM_02797 or BHNFPM_03750 or BHNFPM_03821)	684.0	2.6
R_NTD6	(BHNFPM_03750 or BHNFPM_03821)	684.0	2.6
R_NTD7	(BHNFPM_03821 or BHNFPM_03846)	684.0	2.6
R_NTD8	(BHNFPM_03750 or BHNFPM_03821)	684.0	2.6
R_NTD9	(BHNFPM_03821 or BHNFPM_03846)	684.0	2.6
R_NTP1	(BHNFPM_02615 or BHNFPM_04300)	440.0	1.7
R_NTP10	(BHNFPM_02615 or BHNFPM_03287)	133.0	0.5
R_NTP11	(BHNFPM_03150 or BHNFPM_03287)	182.0	0.7
R_NTP3	((BHNFPM_00154 and BHNFPM_00155 and BHNFPM_01785) or BHNFPM_00154 or BHNFPM_01370 or BHNFPM_02071 or BHNFPM_02590 or BHNFPM_02615 or BHNFPM_02825)	850.0	3.2
R_NTP5	(BHNFPM_02615 or BHNFPM_03151)	275.0	1.0
R_NTPP1	(BHNFPM_00077 or BHNFPM_01143 or BHNFPM_02626 or BHNFPM_02693)	403.0	1.5
R_NTPP10	(BHNFPM_00077 or BHNFPM_03150)	403.0	1.5
R_NTPP10_1	BHNFPM_03150	182.0	0.7
R_NTPP11	BHNFPM_03150	172.0	0.6
R_NTPP11_1	BHNFPM_03150	182.0	0.7
R_NTPP1_1	BHNFPM_03150	182.0	0.7
R_NTPP2	(BHNFPM_00077 or BHNFPM_01143 or BHNFPM_01778 or BHNFPM_02626 or BHNFPM_02693)	403.0	1.5
R_NTPP2_1	BHNFPM_03150	182.0	0.7
R_NTPP3	(BHNFPM_00077 or BHNFPM_00763 or BHNFPM_01143 or BHNFPM_01166 or BHNFPM_02693 or BHNFPM_03723)	403.0	1.5
R_NTPP4	(BHNFPM_00077 or BHNFPM_01143 or BHNFPM_01166 or BHNFPM_02693 or BHNFPM_03723)	403.0	1.5
R_NTPP5	(BHNFPM_00077 or BHNFPM_02693)	403.0	1.5
R_NTPP6	(BHNFPM_00077 or BHNFPM_02693)	403.0	1.5
R_NTPP7	(BHNFPM_00077 or BHNFPM_00763 or BHNFPM_02693 or BHNFPM_03109)	403.0	1.5
R_NTPP8	(BHNFPM_00077 or BHNFPM_02693 or BHNFPM_03109)	403.0	1.5
R_NTPP8_1	BHNFPM_03150	182.0	0.7
R_NTPP9	(BHNFPM_00077 or BHNFPM_03150)	403.0	1.5
R_NTPP9_1	BHNFPM_03150	182.0	0.7
R_O2XOADOX	BHNFPM_00322	96.5	0.4
R_O2tex	spontaneous	0.0	0.0
R_O2tpp	spontaneous	0.0	0.0
R_O45AM	BHNFPM_01023	25.05	0.1
R_OAADCS	BHNFPM_01927	16.3	0.1
R_OAAt2_2pp	BHNFPM_03756	182.0	0.7
R_OBDHc	((BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543 and BHNFPM_03304) or (BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543))	225.875	0.9
R_OCBT	BHNFPM_01015	173.0	0.7
R_OCBT_1	BHNFPM_00449	372.0	1.4
R_OCOAT1	((BHNFPM_02791 and BHNFPM_02792) or BHNFPM_02791)	323.0	1.2
R_OHCUDC2	spontaneous	0.0	0.0
R_OHPBAT	BHNFPM_03752	385.0	1.5
R_OIVD1r	((BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543 and BHNFPM_03304) or (BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543) or (BHNFPM_02829 and BHNFPM_02830 and BHNFPM_02831 and BHNFPM_02832) or BHNFPM_00322 or BHNFPM_00543)	611.5	2.3
R_OIVD2	((BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543 and BHNFPM_03304) or (BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543) or (BHNFPM_02829 and BHNFPM_02830 and BHNFPM_02831 and BHNFPM_02832) or BHNFPM_00322 or BHNFPM_00543)	611.5	2.3
R_OIVD3	((BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543 and BHNFPM_03304) or (BHNFPM_00541 and BHNFPM_00542 and BHNFPM_00543) or (BHNFPM_02829 and BHNFPM_02830 and BHNFPM_02831 and BHNFPM_02832) or BHNFPM_00322 or BHNFPM_00543)	611.5	2.3
R_OMAHY	BHNFPM_02690	56.2	0.2
R_OMCDC	(BHNFPM_00557 or spontaneous)	397.0	1.5
R_OMPDC	BHNFPM_01970	231.0	0.9
R_OPETDC	BHNFPM_01682	149.0	0.6
R_OPTCCL	BHNFPM_01682	156.0	0.6
R_ORNTA	BHNFPM_03426	611.0	2.3
R_ORNTAC_1	BHNFPM_00444	484.0	1.8
R_ORNTA_1	BHNFPM_03426	667.0	2.5
R_ORNabcpp	BHNFPM_04392	63.75	0.2
R_OROTt2_2pp	BHNFPM_03756	182.0	0.7
R_ORPT	BHNFPM_01971	251.0	0.9
R_OXADC	BHNFPM_00698	44.7	0.2
R_OXDHCOAT	(BHNFPM_00525 and BHNFPM_00528)	329.0	1.2
R_OXFOtex	BHNFPM_00649	67.4	0.3
R_OXGDC	BHNFPM_03358	528.0	2.0
R_OXOAEL	BHNFPM_01280	52.8	0.2
R_OXPTNDH	BHNFPM_01393	508.0	1.9
R_P5CD	BHNFPM_03427	764.0	2.9
R_P5CR	(BHNFPM_01544 or BHNFPM_02468 or BHNFPM_02807)	281.0	1.1
R_P5CRx	BHNFPM_01544	281.0	1.1
R_PA120abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PA140abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858)	369.0	1.4
R_PA141abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858)	369.0	1.4
R_PA160abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PA161abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PA180abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PA181abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PACCOAE	((BHNFPM_00519 and BHNFPM_00520 and BHNFPM_00521 and BHNFPM_00522) or (BHNFPM_00519 and BHNFPM_00521 and BHNFPM_00522))	102.46	0.4
R_PACCOAL	BHNFPM_00518	439.0	1.7
R_PANO	BHNFPM_01180	458.0	1.7
R_PANTS	BHNFPM_02685	314.0	1.2
R_PAPPT3	BHNFPM_01939	490.0	1.8
R_PAPSR	(BHNFPM_02419 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	352.0	1.3
R_PBUTT	(BHNFPM_02835 or BHNFPM_04212)	504.0	1.9
R_PC	(BHNFPM_01894 or BHNFPM_01926 or BHNFPM_01927)	1788.0	6.7
R_PDE1	(BHNFPM_01786 or BHNFPM_04208)	102.0	0.4
R_PDE4	(BHNFPM_00292 or BHNFPM_04208 or BHNFPM_04395)	92.0	0.3
R_PDH	((BHNFPM_00542 and BHNFPM_01868 and BHNFPM_01870 and BHNFPM_01871) or (BHNFPM_01868 and BHNFPM_01869 and BHNFPM_01870 and BHNFPM_01871) or BHNFPM_00322 or BHNFPM_03304)	629.5	2.4
R_PDHbr	BHNFPM_01870	609.0	2.3
R_PDHcr	(BHNFPM_00322 or BHNFPM_01871 or BHNFPM_03304)	719.0	2.7
R_PDIMAT	BHNFPM_00303	32.2	0.1
R_PDX5PS	BHNFPM_04399	143.0	0.5
R_PDXPP	BHNFPM_01705	105.0	0.4
R_PE120abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE140abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE141abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE160abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE161abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE180abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PE181abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PENAM	BHNFPM_02140	116.0	0.4
R_PEPA	BHNFPM_04433	83.6	0.3
R_PFK	BHNFPM_03215	497.0	1.9
R_PFK_2	BHNFPM_03215	497.0	1.9
R_PG120abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG140abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG141abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG160abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG161abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG180abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PG181abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGAMT	BHNFPM_00218	728.0	2.7
R_PGCD	BHNFPM_03751	410.0	1.5
R_PGI	BHNFPM_03421	759.0	2.9
R_PGK	BHNFPM_03658	643.0	2.4
R_PGL	BHNFPM_03401	244.0	0.9
R_PGLYCP	(BHNFPM_00225 or BHNFPM_00988 or BHNFPM_01566 or BHNFPM_03740)	92.8	0.4
R_PGLYCP_1	(BHNFPM_03481 or BHNFPM_03740)	293.0	1.1
R_PGM	(BHNFPM_01187 or BHNFPM_01302 or BHNFPM_02519 or BHNFPM_03632 or BHNFPM_03656 or BHNFPM_04062)	827.0	3.1
R_PGMT	(BHNFPM_00218 or BHNFPM_00225 or BHNFPM_00988 or BHNFPM_01566)	728.0	2.7
R_PGMT_2	BHNFPM_04236	165.0	0.6
R_PGMT_B	BHNFPM_04236	162.0	0.6
R_PGP120abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGP140abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGP141abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGP160abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGP161abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PGP180abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
